timestamp_utc,index,name,memory_used_mib,memory_total_mib,utilization_gpu_percent,power_draw_watts,temperature_c
2026-08-11T05:42:31Z,0, NVIDIA RTX 6000D, 13919, 85651, 85, 284.23, 70
2026-08-11T05:42:33Z,0, NVIDIA RTX 6000D, 13919, 85651, 85, 317.89, 70
2026-08-11T05:42:35Z,0, NVIDIA RTX 6000D, 13919, 85651, 95, 316.24, 72
2026-08-11T05:42:38Z,0, NVIDIA RTX 6000D, 13919, 85651, 85, 290.96, 72
2026-08-11T05:42:40Z,0, NVIDIA RTX 6000D, 13919, 85651, 47, 287.02, 71
2026-08-11T05:42:42Z,0, NVIDIA RTX 6000D, 13919, 85651, 98, 319.00, 72
2026-08-11T05:42:44Z,0, NVIDIA RTX 6000D, 13919, 85651, 94, 293.58, 71
2026-08-11T05:42:46Z,0, NVIDIA RTX 6000D, 13919, 85651, 12, 283.02, 68
2026-08-11T05:42:48Z,0, NVIDIA RTX 6000D, 13919, 85651, 82, 320.73, 72
2026-08-11T05:42:50Z,0, NVIDIA RTX 6000D, 13919, 85651, 99, 327.12, 74
2026-08-11T05:42:52Z,0, NVIDIA RTX 6000D, 13919, 85651, 75, 276.12, 73
2026-08-11T05:42:54Z,0, NVIDIA RTX 6000D, 13919, 85651, 100, 302.48, 72
2026-08-11T05:42:56Z,0, NVIDIA RTX 6000D, 13919, 85651, 88, 301.69, 70
2026-08-11T05:42:58Z,0, NVIDIA RTX 6000D, 13919, 85651, 61, 283.18, 71
2026-08-11T05:43:00Z,0, NVIDIA RTX 6000D, 13919, 85651, 100, 309.81, 72
2026-08-11T05:43:03Z,0, NVIDIA RTX 6000D, 13919, 85651, 78, 306.75, 72
2026-08-11T05:43:05Z,0, NVIDIA RTX 6000D, 13919, 85651, 100, 271.58, 70
2026-08-11T05:43:07Z,0, NVIDIA RTX 6000D, 13919, 85651, 100, 302.80, 70
2026-08-11T05:43:09Z,0, NVIDIA RTX 6000D, 13919, 85651, 73, 298.06, 70
2026-08-11T05:43:11Z,0, NVIDIA RTX 6000D, 13919, 85651, 100, 275.74, 71
2026-08-11T05:43:13Z,0, NVIDIA RTX 6000D, 13919, 85651, 79, 300.54, 72
2026-08-11T05:43:15Z,0, NVIDIA RTX 6000D, 13919, 85651, 100, 306.76, 71
2026-08-11T05:43:17Z,0, NVIDIA RTX 6000D, 13919, 85651, 78, 271.96, 70
2026-08-11T05:43:19Z,0, NVIDIA RTX 6000D, 13919, 85651, 77, 297.99, 71
2026-08-11T05:43:21Z,0, NVIDIA RTX 6000D, 13919, 85651, 92, 321.42, 70
2026-08-11T05:43:23Z,0, NVIDIA RTX 6000D, 13919, 85651, 93, 290.95, 71
2026-08-11T05:43:26Z,0, NVIDIA RTX 6000D, 13919, 85651, 98, 293.76, 70
2026-08-11T05:43:28Z,0, NVIDIA RTX 6000D, 13919, 85651, 99, 292.85, 68
2026-08-11T05:43:30Z,0, NVIDIA RTX 6000D, 13919, 85651, 78, 283.85, 69
2026-08-11T05:43:32Z,0, NVIDIA RTX 6000D, 13919, 85651, 81, 288.79, 70
2026-08-11T05:43:34Z,0, NVIDIA RTX 6000D, 13919, 85651, 100, 310.76, 69
2026-08-11T05:43:36Z,0, NVIDIA RTX 6000D, 13919, 85651, 80, 274.13, 70
2026-08-11T05:43:38Z,0, NVIDIA RTX 6000D, 13919, 85651, 78, 299.46, 70
2026-08-11T05:43:40Z,0, NVIDIA RTX 6000D, 13919, 85651, 79, 303.68, 70
2026-08-11T05:43:42Z,0, NVIDIA RTX 6000D, 13919, 85651, 70, 233.34, 69
2026-08-11T05:43:44Z,0, NVIDIA RTX 6000D, 13919, 85651, 86, 298.13, 69
2026-08-11T05:43:46Z,0, NVIDIA RTX 6000D, 13919, 85651, 85, 304.14, 69
2026-08-11T05:43:48Z,0, NVIDIA RTX 6000D, 13919, 85651, 82, 271.76, 70
2026-08-11T05:43:50Z,0, NVIDIA RTX 6000D, 13919, 85651, 76, 314.93, 69
2026-08-11T05:43:53Z,0, NVIDIA RTX 6000D, 13919, 85651, 80, 299.52, 71
2026-08-11T05:43:55Z,0, NVIDIA RTX 6000D, 13919, 85651, 83, 293.40, 70
2026-08-11T05:43:57Z,0, NVIDIA RTX 6000D, 13919, 85651, 85, 325.62, 73
2026-08-11T05:43:59Z,0, NVIDIA RTX 6000D, 13919, 85651, 99, 322.28, 73
2026-08-11T05:44:01Z,0, NVIDIA RTX 6000D, 13919, 85651, 95, 261.97, 71
2026-08-11T05:44:03Z,0, NVIDIA RTX 6000D, 13919, 85651, 86, 306.20, 73
2026-08-11T05:44:05Z,0, NVIDIA RTX 6000D, 13919, 85651, 86, 302.86, 74
2026-08-11T05:44:07Z,0, NVIDIA RTX 6000D, 13919, 85651, 90, 275.50, 73
2026-08-11T05:44:09Z,0, NVIDIA RTX 6000D, 13919, 85651, 73, 295.54, 73
2026-08-11T05:44:11Z,0, NVIDIA RTX 6000D, 13919, 85651, 74, 294.11, 74
